"name","state","party","year"
"Ernest W. McFarland","Arizona","Democratic","1947"
"Ernest W. McFarland","Arizona","Democratic","1948"
"Ernest W. McFarland","Arizona","Democratic","1949"
"Ernest W. McFarland","Arizona","Democratic","1950"
"Ernest W. McFarland","Arizona","Democratic","1951"
"Ernest W. McFarland","Arizona","Democratic","1952"
"Ernest W. McFarland","Arizona","Democratic","1953"
"Gale W. McGee","Wyoming","Democratic","1959"
"Gale W. McGee","Wyoming","Democratic","1960"
"Gale W. McGee","Wyoming","Democratic","1961"
"Gale W. McGee","Wyoming","Democratic","1962"
"Gale W. McGee","Wyoming","Democratic","1963"
"Gale W. McGee","Wyoming","Democratic","1964"
"Gale W. McGee","Wyoming","Democratic","1965"
"Gale W. McGee","Wyoming","Democratic","1966"
"Gale W. McGee","Wyoming","Democratic","1967"
"Gale W. McGee","Wyoming","Democratic","1968"
"Gale W. McGee","Wyoming","Democratic","1969"
"Gale W. McGee","Wyoming","Democratic","1970"
"Gale W. McGee","Wyoming","Democratic","1971"
"Gale W. McGee","Wyoming","Democratic","1972"
"Gale W. McGee","Wyoming","Democratic","1973"
"Gale W. McGee","Wyoming","Democratic","1974"
"Gale W. McGee","Wyoming","Democratic","1975"
"Gale W. McGee","Wyoming","Democratic","1976"
"Gale W. McGee","Wyoming","Democratic","1977"
"George McGovern","South Dakota","Democratic","1963"
"George McGovern","South Dakota","Democratic","1964"
"George McGovern","South Dakota","Democratic","1965"
"George McGovern","South Dakota","Democratic","1966"
"George McGovern","South Dakota","Democratic","1967"
"George McGovern","South Dakota","Democratic","1968"
"George McGovern","South Dakota","Democratic","1969"
"George McGovern","South Dakota","Democratic","1970"
"George McGovern","South Dakota","Democratic","1971"
"George McGovern","South Dakota","Democratic","1972"
"George McGovern","South Dakota","Democratic","1973"
"George McGovern","South Dakota","Democratic","1974"
"George McGovern","South Dakota","Democratic","1975"
"George McGovern","South Dakota","Democratic","1976"
"George McGovern","South Dakota","Democratic","1977"
"George McGovern","South Dakota","Democratic","1978"
"George McGovern","South Dakota","Democratic","1979"
"George McGovern","South Dakota","Democratic","1980"
"George McGovern","South Dakota","Democratic","1981"
"J. Howard McGrath","Rhode Island","Democratic","1947"
"J. Howard McGrath","Rhode Island","Democratic","1948"
"J. Howard McGrath","Rhode Island","Democratic","1949"
"Thomas J. McIntyre","New Hampshire","Democratic","1962"
"Thomas J. McIntyre","New Hampshire","Democratic","1963"
"Thomas J. McIntyre","New Hampshire","Democratic","1964"
"Thomas J. McIntyre","New Hampshire","Democratic","1965"
"Thomas J. McIntyre","New Hampshire","Democratic","1966"
"Thomas J. McIntyre","New Hampshire","Democratic","1967"
"Thomas J. McIntyre","New Hampshire","Democratic","1968"
"Thomas J. McIntyre","New Hampshire","Democratic","1969"
"Thomas J. McIntyre","New Hampshire","Democratic","1970"
"Thomas J. McIntyre","New Hampshire","Democratic","1971"
"Thomas J. McIntyre","New Hampshire","Democratic","1972"
"Thomas J. McIntyre","New Hampshire","Democratic","1973"
"Thomas J. McIntyre","New Hampshire","Democratic","1974"
"Thomas J. McIntyre","New Hampshire","Democratic","1975"
"Thomas J. McIntyre","New Hampshire","Democratic","1976"
"Thomas J. McIntyre","New Hampshire","Democratic","1977"
"Thomas J. McIntyre","New Hampshire","Democratic","1978"
"Thomas J. McIntyre","New Hampshire","Democratic","1979"
"Kenneth D. McKellar","Tennessee","Democratic","1945"
"Kenneth D. McKellar","Tennessee","Democratic","1946"
"Kenneth D. McKellar","Tennessee","Democratic","1947"
"Kenneth D. McKellar","Tennessee","Democratic","1948"
"Kenneth D. McKellar","Tennessee","Democratic","1949"
"Kenneth D. McKellar","Tennessee","Democratic","1950"
"Kenneth D. McKellar","Tennessee","Democratic","1951"
"Kenneth D. McKellar","Tennessee","Democratic","1952"
"Kenneth D. McKellar","Tennessee","Democratic","1953"
"Brien McMahon","Connecticut","Democratic","1945"
"Brien McMahon","Connecticut","Democratic","1946"
"Brien McMahon","Connecticut","Democratic","1947"
"Brien McMahon","Connecticut","Democratic","1948"
"Brien McMahon","Connecticut","Democratic","1949"
"Brien McMahon","Connecticut","Democratic","1950"
"Brien McMahon","Connecticut","Democratic","1951"
"Brien McMahon","Connecticut","Democratic","1952"
"Patrick V. McNamara","Michigan","Democratic","1955"
"Patrick V. McNamara","Michigan","Democratic","1956"
"Patrick V. McNamara","Michigan","Democratic","1957"
"Patrick V. McNamara","Michigan","Democratic","1958"
"Patrick V. McNamara","Michigan","Democratic","1959"
"Patrick V. McNamara","Michigan","Democratic","1960"
"Patrick V. McNamara","Michigan","Democratic","1961"
"Patrick V. McNamara","Michigan","Democratic","1962"
"Patrick V. McNamara","Michigan","Democratic","1963"
"Patrick V. McNamara","Michigan","Democratic","1964"
"Patrick V. McNamara","Michigan","Democratic","1965"
"Patrick V. McNamara","Michigan","Democratic","1966"
"James M. Mead","New York","Democratic","1945"
"James M. Mead","New York","Democratic","1946"
"James M. Mead","New York","Democratic","1947"
"Edwin L. Mechem","New Mexico","Republican","1962"
"Edwin L. Mechem","New Mexico","Republican","1963"
"Edwin L. Mechem","New Mexico","Republican","1964"
"John Melcher","Montana","Democratic","1977"
"John Melcher","Montana","Democratic","1978"
"John Melcher","Montana","Democratic","1979"
"John Melcher","Montana","Democratic","1980"
"John Melcher","Montana","Democratic","1981"
"John Melcher","Montana","Democratic","1982"
"John Melcher","Montana","Democratic","1983"
"John Melcher","Montana","Democratic","1984"
"John Melcher","Montana","Democratic","1985"
"Lee Metcalf","Montana","Democratic","1961"
"Lee Metcalf","Montana","Democratic","1962"
"Lee Metcalf","Montana","Democratic","1963"
"Lee Metcalf","Montana","Democratic","1964"
"Lee Metcalf","Montana","Democratic","1965"
"Lee Metcalf","Montana","Democratic","1966"
"Lee Metcalf","Montana","Democratic","1967"
"Lee Metcalf","Montana","Democratic","1968"
"Lee Metcalf","Montana","Democratic","1969"
"Lee Metcalf","Montana","Democratic","1970"
"Lee Metcalf","Montana","Democratic","1971"
"Lee Metcalf","Montana","Democratic","1972"
"Lee Metcalf","Montana","Democratic","1973"
"Lee Metcalf","Montana","Democratic","1974"
"Lee Metcalf","Montana","Democratic","1975"
"Lee Metcalf","Montana","Democratic","1976"
"Lee Metcalf","Montana","Democratic","1977"
"Lee Metcalf","Montana","Democratic","1978"
"Howard Metzenbaum","Ohio","Democratic","1974"
"Howard Metzenbaum","Ohio","Democratic","1976"
"Howard Metzenbaum","Ohio","Democratic","1977"
"Howard Metzenbaum","Ohio","Democratic","1978"
"Howard Metzenbaum","Ohio","Democratic","1979"
"Howard Metzenbaum","Ohio","Democratic","1980"
"Howard Metzenbaum","Ohio","Democratic","1981"
"Howard Metzenbaum","Ohio","Democratic","1982"
"Howard Metzenbaum","Ohio","Democratic","1983"
"Howard Metzenbaum","Ohio","Democratic","1984"
"Howard Metzenbaum","Ohio","Democratic","1985"
"Bert H. Miller","Idaho","Democratic","1949"
"Jack Miller","Iowa","Republican","1961"
"Jack Miller","Iowa","Republican","1962"
"Jack Miller","Iowa","Republican","1963"
"Jack Miller","Iowa","Republican","1964"
"Jack Miller","Iowa","Republican","1965"
"Jack Miller","Iowa","Republican","1966"
"Jack Miller","Iowa","Republican","1967"
"Jack Miller","Iowa","Republican","1968"
"Jack Miller","Iowa","Republican","1969"
"Jack Miller","Iowa","Republican","1970"
"Jack Miller","Iowa","Republican","1971"
"Jack Miller","Iowa","Republican","1972"
"Jack Miller","Iowa","Republican","1973"
"Eugene D. Millikin","Colorado","Republican","1945"
"Eugene D. Millikin","Colorado","Republican","1946"
"Eugene D. Millikin","Colorado","Republican","1947"
"Eugene D. Millikin","Colorado","Republican","1948"
"Eugene D. Millikin","Colorado","Republican","1949"
"Eugene D. Millikin","Colorado","Republican","1950"
"Eugene D. Millikin","Colorado","Republican","1951"
"Eugene D. Millikin","Colorado","Republican","1952"
"Eugene D. Millikin","Colorado","Republican","1953"
"Eugene D. Millikin","Colorado","Republican","1954"
"Eugene D. Millikin","Colorado","Republican","1955"
"Eugene D. Millikin","Colorado","Republican","1956"
"Eugene D. Millikin","Colorado","Republican","1957"
"George J. Mitchell","Maine","Democratic","1980"
"George J. Mitchell","Maine","Democratic","1981"
"George J. Mitchell","Maine","Democratic","1982"
"George J. Mitchell","Maine","Democratic","1983"
"George J. Mitchell","Maine","Democratic","1984"
"George J. Mitchell","Maine","Democratic","1985"
"Hugh Mitchell","Washington","Democratic","1945"
"Hugh Mitchell","Washington","Democratic","1946"
"Walter Mondale","Minnesota","Democratic","1964"
"Walter Mondale","Minnesota","Democratic","1965"
"Walter Mondale","Minnesota","Democratic","1966"
"Walter Mondale","Minnesota","Democratic","1967"
"Walter Mondale","Minnesota","Democratic","1968"
"Walter Mondale","Minnesota","Democratic","1969"
"Walter Mondale","Minnesota","Democratic","1970"
"Walter Mondale","Minnesota","Democratic","1971"
"Walter Mondale","Minnesota","Democratic","1972"
"Walter Mondale","Minnesota","Democratic","1973"
"Walter Mondale","Minnesota","Democratic","1974"
"Walter Mondale","Minnesota","Democratic","1975"
"Walter Mondale","Minnesota","Democratic","1976"
"Mike Monroney","Oklahoma","Democratic","1951"
"Mike Monroney","Oklahoma","Democratic","1952"
"Mike Monroney","Oklahoma","Democratic","1953"
"Mike Monroney","Oklahoma","Democratic","1954"
"Mike Monroney","Oklahoma","Democratic","1955"
"Mike Monroney","Oklahoma","Democratic","1956"
"Mike Monroney","Oklahoma","Democratic","1957"
"Mike Monroney","Oklahoma","Democratic","1958"
"Mike Monroney","Oklahoma","Democratic","1959"
"Mike Monroney","Oklahoma","Democratic","1960"
"Mike Monroney","Oklahoma","Democratic","1961"
"Mike Monroney","Oklahoma","Democratic","1962"
"Mike Monroney","Oklahoma","Democratic","1963"
"Mike Monroney","Oklahoma","Democratic","1964"
"Mike Monroney","Oklahoma","Democratic","1965"
"Mike Monroney","Oklahoma","Democratic","1966"
"Mike Monroney","Oklahoma","Democratic","1967"
"Mike Monroney","Oklahoma","Democratic","1968"
"Mike Monroney","Oklahoma","Democratic","1969"
"Joseph Montoya","New Mexico","Democratic","1964"
"Joseph Montoya","New Mexico","Democratic","1965"
"Joseph Montoya","New Mexico","Democratic","1966"
"Joseph Montoya","New Mexico","Democratic","1967"
"Joseph Montoya","New Mexico","Democratic","1968"
"Joseph Montoya","New Mexico","Democratic","1969"
"Joseph Montoya","New Mexico","Democratic","1970"
"Joseph Montoya","New Mexico","Democratic","1971"
"Joseph Montoya","New Mexico","Democratic","1972"
"Joseph Montoya","New Mexico","Democratic","1973"
"Joseph Montoya","New Mexico","Democratic","1974"
"Joseph Montoya","New Mexico","Democratic","1975"
"Joseph Montoya","New Mexico","Democratic","1976"
"Joseph Montoya","New Mexico","Democratic","1977"
"Blair Moody","Michigan","Democratic","1951"
"Blair Moody","Michigan","Democratic","1952"
"Edward H. Moore","Oklahoma","Republican","1945"
"Edward H. Moore","Oklahoma","Republican","1946"
"Edward H. Moore","Oklahoma","Republican","1947"
"Edward H. Moore","Oklahoma","Republican","1948"
"Edward H. Moore","Oklahoma","Republican","1949"
"Robert B. Morgan","North Carolina","Democratic","1975"
"Robert B. Morgan","North Carolina","Democratic","1976"
"Robert B. Morgan","North Carolina","Democratic","1977"
"Robert B. Morgan","North Carolina","Democratic","1978"
"Robert B. Morgan","North Carolina","Democratic","1979"
"Robert B. Morgan","North Carolina","Democratic","1980"
"Robert B. Morgan","North Carolina","Democratic","1981"
"Wayne L. Morse","Oregon","Republican","1945"
"Wayne L. Morse","Oregon","Republican","1946"
"Wayne L. Morse","Oregon","Republican","1947"
"Wayne L. Morse","Oregon","Republican","1948"
"Wayne L. Morse","Oregon","Republican","1949"
"Wayne L. Morse","Oregon","Republican","1950"
"Wayne L. Morse","Oregon","Republican","1951"
"Wayne L. Morse","Oregon","Republican","1952"
"Wayne L. Morse","Oregon","Republican","1952"
"Wayne L. Morse","Oregon","Republican","1953"
"Wayne L. Morse","Oregon","Republican","1954"
"Wayne L. Morse","Oregon","Republican","1955"
"Wayne L. Morse","Oregon","Republican","1955"
"Wayne L. Morse","Oregon","Republican","1956"
"Wayne L. Morse","Oregon","Republican","1957"
"Wayne L. Morse","Oregon","Republican","1958"
"Wayne L. Morse","Oregon","Republican","1959"
"Wayne L. Morse","Oregon","Republican","1960"
"Wayne L. Morse","Oregon","Republican","1961"
"Wayne L. Morse","Oregon","Republican","1962"
"Wayne L. Morse","Oregon","Republican","1963"
"Wayne L. Morse","Oregon","Republican","1964"
"Wayne L. Morse","Oregon","Republican","1965"
"Wayne L. Morse","Oregon","Republican","1966"
"Wayne L. Morse","Oregon","Republican","1967"
"Wayne L. Morse","Oregon","Republican","1968"
"Wayne L. Morse","Oregon","Republican","1969"
"Thruston Ballard Morton","Kentucky","Republican","1957"
"Thruston Ballard Morton","Kentucky","Republican","1958"
"Thruston Ballard Morton","Kentucky","Republican","1959"
"Thruston Ballard Morton","Kentucky","Republican","1960"
"Thruston Ballard Morton","Kentucky","Republican","1961"
"Thruston Ballard Morton","Kentucky","Republican","1962"
"Thruston Ballard Morton","Kentucky","Republican","1963"
"Thruston Ballard Morton","Kentucky","Republican","1964"
"Thruston Ballard Morton","Kentucky","Republican","1965"
"Thruston Ballard Morton","Kentucky","Republican","1966"
"Thruston Ballard Morton","Kentucky","Republican","1967"
"Thruston Ballard Morton","Kentucky","Republican","1968"
"John Moses","North Dakota","Democratic","1945"
"Frank Moss","Utah","Democratic","1959"
"Frank Moss","Utah","Democratic","1960"
"Frank Moss","Utah","Democratic","1961"
"Frank Moss","Utah","Democratic","1962"
"Frank Moss","Utah","Democratic","1963"
"Frank Moss","Utah","Democratic","1964"
"Frank Moss","Utah","Democratic","1965"
"Frank Moss","Utah","Democratic","1966"
"Frank Moss","Utah","Democratic","1967"
"Frank Moss","Utah","Democratic","1968"
"Frank Moss","Utah","Democratic","1969"
"Frank Moss","Utah","Democratic","1970"
"Frank Moss","Utah","Democratic","1971"
"Frank Moss","Utah","Democratic","1972"
"Frank Moss","Utah","Democratic","1973"
"Frank Moss","Utah","Democratic","1974"
"Frank Moss","Utah","Democratic","1975"
"Frank Moss","Utah","Democratic","1976"
"Frank Moss","Utah","Democratic","1977"
"Daniel Patrick Moynihan","New York","Democratic","1977"
"Daniel Patrick Moynihan","New York","Democratic","1978"
"Daniel Patrick Moynihan","New York","Democratic","1979"
"Daniel Patrick Moynihan","New York","Democratic","1980"
"Daniel Patrick Moynihan","New York","Democratic","1981"
"Daniel Patrick Moynihan","New York","Democratic","1982"
"Daniel Patrick Moynihan","New York","Democratic","1983"
"Daniel Patrick Moynihan","New York","Democratic","1984"
"Daniel Patrick Moynihan","New York","Democratic","1985"
"Karl Mundt","South Dakota","Republican","1948"
"Karl Mundt","South Dakota","Republican","1949"
"Karl Mundt","South Dakota","Republican","1950"
"Karl Mundt","South Dakota","Republican","1951"
"Karl Mundt","South Dakota","Republican","1952"
"Karl Mundt","South Dakota","Republican","1953"
"Karl Mundt","South Dakota","Republican","1954"
"Karl Mundt","South Dakota","Republican","1955"
"Karl Mundt","South Dakota","Republican","1956"
"Karl Mundt","South Dakota","Republican","1957"
"Karl Mundt","South Dakota","Republican","1958"
"Karl Mundt","South Dakota","Republican","1959"
"Karl Mundt","South Dakota","Republican","1960"
"Karl Mundt","South Dakota","Republican","1961"
"Karl Mundt","South Dakota","Republican","1962"
"Karl Mundt","South Dakota","Republican","1963"
"Karl Mundt","South Dakota","Republican","1964"
"Karl Mundt","South Dakota","Republican","1965"
"Karl Mundt","South Dakota","Republican","1966"
"Karl Mundt","South Dakota","Republican","1967"
"Karl Mundt","South Dakota","Republican","1968"
"Karl Mundt","South Dakota","Republican","1969"
"Karl Mundt","South Dakota","Republican","1970"
"Karl Mundt","South Dakota","Republican","1971"
"Karl Mundt","South Dakota","Republican","1972"
"Karl Mundt","South Dakota","Republican","1973"
"Abe Murdock","Utah","Democratic","1945"
